,channel,clocks_per_click,control,denominator,key,name,notated_32nd_notes_per_beat,note,numerator,pitch,program,tempo,text,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,octave,note_value,note_value_nmd,note_name,angle
631,12.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,38880,20.25,5.0,7.0,1,C#,210
632,12.0,,,,,,,70.0,,,,,,0,note_on,,118.0,70.0,118.0,38880,20.25,5.0,10.0,10,A#,300
633,12.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,38880,20.25,5.0,3.0,9,A,90
635,9.0,,,,,,,36.0,,,,,,16,note_on,,126.0,36.0,126.0,39120,20.375,3.0,0.0,0,C,0
636,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,39120,20.375,2.0,11.0,5,F,330
643,9.0,,,,,,,42.0,,,,,,16,note_on,,85.0,42.0,85.0,39360,20.5,3.0,6.0,6,F#,180
644,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,39360,20.5,5.0,10.0,10,A#,300
645,9.0,,,,,,,39.0,,,,,,0,note_on,,125.0,39.0,125.0,39360,20.5,3.0,3.0,9,A,90
646,9.0,,,,,,,28.0,,,,,,0,note_on,,127.0,28.0,127.0,39360,20.5,2.0,4.0,4,E,120
651,6.0,,,,,,,70.0,,,,,,256,note_on,,127.0,70.0,127.0,39840,20.75,5.0,10.0,10,A#,300
652,6.0,,,,,,,75.0,,,,,,0,note_on,,127.0,75.0,127.0,39840,20.75,6.0,3.0,9,A,90
653,6.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,39840,20.75,5.0,7.0,1,C#,210
654,9.0,,,,,,,46.0,,,,,,0,note_on,,100.0,46.0,100.0,39840,20.75,3.0,10.0,10,A#,300
655,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,39840,20.75,5.0,10.0,10,A#,300
656,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,39840,20.75,3.0,0.0,0,C,0
657,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,39840,20.75,2.0,11.0,5,F,330
668,9.0,,,,,,,46.0,,,,,,8,note_on,,100.0,46.0,100.0,40320,21.0,3.0,10.0,10,A#,300
669,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,40320,21.0,5.0,10.0,10,A#,300
697,3.0,,,,,,,75.0,,,,,,238,note_on,,127.0,75.0,127.0,40800,21.25,6.0,3.0,9,A,90
698,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,40800,21.25,5.0,10.0,10,A#,300
699,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,40800,21.25,3.0,0.0,0,C,0
700,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,40800,21.25,2.0,11.0,5,F,330
709,3.0,,,,,,,82.0,,,,,,234,note_on,,127.0,82.0,127.0,41280,21.5,6.0,10.0,10,A#,300
710,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,41280,21.5,3.0,6.0,6,F#,180
711,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,41280,21.5,5.0,10.0,10,A#,300
712,9.0,,,,,,,39.0,,,,,,0,note_on,,127.0,39.0,127.0,41280,21.5,3.0,3.0,9,A,90
713,9.0,,,,,,,28.0,,,,,,0,note_on,,127.0,28.0,127.0,41280,21.5,2.0,4.0,4,E,120
720,3.0,,,,,,,79.0,,,,,,256,note_on,,127.0,79.0,127.0,41760,21.75,6.0,7.0,1,C#,210
721,9.0,,,,,,,61.0,,,,,,0,note_on,,100.0,61.0,100.0,41760,21.75,5.0,1.0,7,G,30
722,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,41760,21.75,5.0,10.0,10,A#,300
725,9.0,,,,,,,61.0,,,,,,6,note_on,,100.0,61.0,100.0,41880,21.8125,5.0,1.0,7,G,30
729,9.0,,,,,,,61.0,,,,,,6,note_on,,100.0,61.0,100.0,42000,21.875,5.0,1.0,7,G,30
731,9.0,,,,,,,61.0,,,,,,6,note_on,,100.0,61.0,100.0,42120,21.9375,5.0,1.0,7,G,30
733,3.0,,,,,,,77.0,,,,,,6,note_on,,127.0,77.0,127.0,42240,22.0,6.0,5.0,11,B,150
734,9.0,,,,,,,61.0,,,,,,0,note_on,,100.0,61.0,100.0,42240,22.0,5.0,1.0,7,G,30
735,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,42240,22.0,3.0,6.0,6,F#,180
736,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,42240,22.0,5.0,10.0,10,A#,300
737,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,42240,22.0,3.0,0.0,0,C,0
738,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,42240,22.0,2.0,11.0,5,F,330
739,11.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,42240,22.0,5.0,3.0,9,A,90
740,11.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,42240,22.0,5.0,0.0,0,C,0
741,11.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,42240,22.0,5.0,7.0,1,C#,210
751,9.0,,,,,,,70.0,,,,,,38,note_on,,40.0,70.0,40.0,42720,22.25,5.0,10.0,10,A#,300
752,10.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,42720,22.25,5.0,3.0,9,A,90
753,10.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,42720,22.25,5.0,0.0,0,C,0
754,10.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,42720,22.25,5.0,7.0,1,C#,210
757,3.0,,,,,,,79.0,,,,,,16,note_on,,127.0,79.0,127.0,42960,22.375,6.0,7.0,1,C#,210
758,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,42960,22.375,3.0,0.0,0,C,0
759,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,42960,22.375,2.0,11.0,5,F,330
766,9.0,,,,,,,42.0,,,,,,16,note_on,,85.0,42.0,85.0,43200,22.5,3.0,6.0,6,F#,180
767,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,43200,22.5,5.0,10.0,10,A#,300
768,9.0,,,,,,,39.0,,,,,,0,note_on,,125.0,39.0,125.0,43200,22.5,3.0,3.0,9,A,90
769,9.0,,,,,,,28.0,,,,,,0,note_on,,127.0,28.0,127.0,43200,22.5,2.0,4.0,4,E,120
770,12.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,43200,22.5,5.0,3.0,9,A,90
771,12.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,43200,22.5,5.0,0.0,0,C,0
772,12.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,43200,22.5,5.0,7.0,1,C#,210
781,9.0,,,,,,,70.0,,,,,,38,note_on,,40.0,70.0,40.0,43680,22.75,5.0,10.0,10,A#,300
782,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,43680,22.75,3.0,0.0,0,C,0
783,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,43680,22.75,2.0,11.0,5,F,330
787,6.0,,,,,,,67.0,,,,,,256,note_on,,127.0,67.0,127.0,44160,23.0,5.0,7.0,1,C#,210
788,6.0,,,,,,,72.0,,,,,,0,note_on,,127.0,72.0,127.0,44160,23.0,6.0,0.0,0,C,0
789,6.0,,,,,,,75.0,,,,,,0,note_on,,127.0,75.0,127.0,44160,23.0,6.0,3.0,9,A,90
790,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,44160,23.0,3.0,6.0,6,F#,180
791,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,44160,23.0,5.0,10.0,10,A#,300
794,3.0,,,,,,,75.0,,,,,,256,note_on,,127.0,75.0,127.0,44640,23.25,6.0,3.0,9,A,90
795,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,44640,23.25,5.0,10.0,10,A#,300
796,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,44640,23.25,3.0,0.0,0,C,0
797,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,44640,23.25,2.0,11.0,5,F,330
806,3.0,,,,,,,82.0,,,,,,256,note_on,,127.0,82.0,127.0,45120,23.5,6.0,10.0,10,A#,300
807,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,45120,23.5,3.0,6.0,6,F#,180
808,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,45120,23.5,5.0,10.0,10,A#,300
809,9.0,,,,,,,39.0,,,,,,0,note_on,,127.0,39.0,127.0,45120,23.5,3.0,3.0,9,A,90
810,9.0,,,,,,,28.0,,,,,,0,note_on,,127.0,28.0,127.0,45120,23.5,2.0,4.0,4,E,120
811,11.0,,,,,,,68.0,,,,,,0,note_on,,127.0,68.0,127.0,45120,23.5,5.0,8.0,8,G#,240
812,11.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,45120,23.5,5.0,0.0,0,C,0
813,11.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,45120,23.5,5.0,3.0,9,A,90
823,3.0,,,,,,,79.0,,,,,,72,note_on,,127.0,79.0,127.0,45600,23.75,6.0,7.0,1,C#,210
824,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,45600,23.75,5.0,10.0,10,A#,300
825,10.0,,,,,,,68.0,,,,,,0,note_on,,127.0,68.0,127.0,45600,23.75,5.0,8.0,8,G#,240
826,10.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,45600,23.75,5.0,0.0,0,C,0
827,10.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,45600,23.75,5.0,3.0,9,A,90
828,11.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,45600,23.75,5.0,3.0,9,A,90
829,11.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,45600,23.75,5.0,0.0,0,C,0
830,11.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,45600,23.75,5.0,7.0,1,C#,210
840,3.0,,,,,,,77.0,,,,,,54,note_on,,127.0,77.0,127.0,46080,24.0,6.0,5.0,11,B,150
841,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,46080,24.0,3.0,6.0,6,F#,180
842,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,46080,24.0,5.0,10.0,10,A#,300
843,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,46080,24.0,3.0,0.0,0,C,0
844,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,46080,24.0,2.0,11.0,5,F,330
845,10.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,46080,24.0,5.0,3.0,9,A,90
846,10.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,46080,24.0,5.0,0.0,0,C,0
847,10.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,46080,24.0,5.0,7.0,1,C#,210
848,12.0,,,,,,,68.0,,,,,,0,note_on,,127.0,68.0,127.0,46080,24.0,5.0,8.0,8,G#,240
849,12.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,46080,24.0,5.0,0.0,0,C,0
850,12.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,46080,24.0,5.0,3.0,9,A,90
862,9.0,,,,,,,70.0,,,,,,54,note_on,,40.0,70.0,40.0,46560,24.25,5.0,10.0,10,A#,300
863,12.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,46560,24.25,5.0,3.0,9,A,90
864,12.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,46560,24.25,5.0,0.0,0,C,0
865,12.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,46560,24.25,5.0,7.0,1,C#,210
868,9.0,,,,,,,36.0,,,,,,16,note_on,,126.0,36.0,126.0,46800,24.375,3.0,0.0,0,C,0
869,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,46800,24.375,2.0,11.0,5,F,330
881,9.0,,,,,,,42.0,,,,,,6,note_on,,85.0,42.0,85.0,47040,24.5,3.0,6.0,6,F#,180
882,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,47040,24.5,5.0,10.0,10,A#,300
883,9.0,,,,,,,39.0,,,,,,0,note_on,,125.0,39.0,125.0,47040,24.5,3.0,3.0,9,A,90
884,9.0,,,,,,,28.0,,,,,,0,note_on,,127.0,28.0,127.0,47040,24.5,2.0,4.0,4,E,120
912,6.0,,,,,,,67.0,,,,,,256,note_on,,127.0,67.0,127.0,47520,24.75,5.0,7.0,1,C#,210
913,6.0,,,,,,,72.0,,,,,,0,note_on,,127.0,72.0,127.0,47520,24.75,6.0,0.0,0,C,0
914,6.0,,,,,,,75.0,,,,,,0,note_on,,127.0,75.0,127.0,47520,24.75,6.0,3.0,9,A,90
915,9.0,,,,,,,46.0,,,,,,0,note_on,,100.0,46.0,100.0,47520,24.75,3.0,10.0,10,A#,300
916,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,47520,24.75,5.0,10.0,10,A#,300
917,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,47520,24.75,3.0,0.0,0,C,0
918,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,47520,24.75,2.0,11.0,5,F,330
928,9.0,,,,,,,46.0,,,,,,5,note_on,,100.0,46.0,100.0,48000,25.0,3.0,10.0,10,A#,300
929,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,48000,25.0,5.0,10.0,10,A#,300
980,3.0,,,,,,,82.0,,,,,,170,note_on,,127.0,82.0,127.0,48480,25.25,6.0,10.0,10,A#,300
981,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,48480,25.25,5.0,10.0,10,A#,300
982,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,48480,25.25,3.0,0.0,0,C,0
983,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,48480,25.25,2.0,11.0,5,F,330
992,3.0,,,,,,,82.0,,,,,,228,note_on,,127.0,82.0,127.0,48960,25.5,6.0,10.0,10,A#,300
993,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,48960,25.5,3.0,6.0,6,F#,180
994,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,48960,25.5,5.0,10.0,10,A#,300
995,9.0,,,,,,,39.0,,,,,,0,note_on,,127.0,39.0,127.0,48960,25.5,3.0,3.0,9,A,90
996,9.0,,,,,,,28.0,,,,,,0,note_on,,127.0,28.0,127.0,48960,25.5,2.0,4.0,4,E,120
1003,3.0,,,,,,,79.0,,,,,,255,note_on,,127.0,79.0,127.0,49440,25.75,6.0,7.0,1,C#,210
1004,9.0,,,,,,,61.0,,,,,,0,note_on,,100.0,61.0,100.0,49440,25.75,5.0,1.0,7,G,30
1005,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,49440,25.75,5.0,10.0,10,A#,300
1008,9.0,,,,,,,61.0,,,,,,6,note_on,,100.0,61.0,100.0,49560,25.8125,5.0,1.0,7,G,30
1012,9.0,,,,,,,61.0,,,,,,6,note_on,,100.0,61.0,100.0,49680,25.875,5.0,1.0,7,G,30
1014,9.0,,,,,,,61.0,,,,,,6,note_on,,100.0,61.0,100.0,49800,25.9375,5.0,1.0,7,G,30
1016,3.0,,,,,,,77.0,,,,,,6,note_on,,127.0,77.0,127.0,49920,26.0,6.0,5.0,11,B,150
1017,9.0,,,,,,,61.0,,,,,,0,note_on,,100.0,61.0,100.0,49920,26.0,5.0,1.0,7,G,30
1018,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,49920,26.0,3.0,6.0,6,F#,180
1019,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,49920,26.0,5.0,10.0,10,A#,300
1020,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,49920,26.0,3.0,0.0,0,C,0
1021,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,49920,26.0,2.0,11.0,5,F,330
1022,11.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,49920,26.0,5.0,0.0,0,C,0
1023,11.0,,,,,,,56.0,,,,,,0,note_on,,127.0,56.0,127.0,49920,26.0,4.0,8.0,8,G#,240
1024,11.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,49920,26.0,5.0,3.0,9,A,90
1039,9.0,,,,,,,70.0,,,,,,2,note_on,,40.0,70.0,40.0,50400,26.25,5.0,10.0,10,A#,300
1040,10.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,50400,26.25,5.0,0.0,0,C,0
1041,10.0,,,,,,,56.0,,,,,,0,note_on,,127.0,56.0,127.0,50400,26.25,4.0,8.0,8,G#,240
1042,10.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,50400,26.25,5.0,3.0,9,A,90
1058,9.0,,,,,,,36.0,,,,,,16,note_on,,126.0,36.0,126.0,50640,26.375,3.0,0.0,0,C,0
1059,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,50640,26.375,2.0,11.0,5,F,330
1064,9.0,,,,,,,42.0,,,,,,16,note_on,,85.0,42.0,85.0,50880,26.5,3.0,6.0,6,F#,180
1065,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,50880,26.5,5.0,10.0,10,A#,300
1066,9.0,,,,,,,39.0,,,,,,0,note_on,,125.0,39.0,125.0,50880,26.5,3.0,3.0,9,A,90
1067,9.0,,,,,,,28.0,,,,,,0,note_on,,127.0,28.0,127.0,50880,26.5,2.0,4.0,4,E,120
1068,12.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,50880,26.5,5.0,0.0,0,C,0
1069,12.0,,,,,,,56.0,,,,,,0,note_on,,127.0,56.0,127.0,50880,26.5,4.0,8.0,8,G#,240
1070,12.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,50880,26.5,5.0,3.0,9,A,90
1078,9.0,,,,,,,70.0,,,,,,24,note_on,,40.0,70.0,40.0,51360,26.75,5.0,10.0,10,A#,300
1079,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,51360,26.75,3.0,0.0,0,C,0
1080,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,51360,26.75,2.0,11.0,5,F,330
1101,6.0,,,,,,,68.0,,,,,,248,note_on,,127.0,68.0,127.0,51840,27.0,5.0,8.0,8,G#,240
1102,6.0,,,,,,,72.0,,,,,,0,note_on,,127.0,72.0,127.0,51840,27.0,6.0,0.0,0,C,0
1103,6.0,,,,,,,75.0,,,,,,0,note_on,,127.0,75.0,127.0,51840,27.0,6.0,3.0,9,A,90
1104,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,51840,27.0,3.0,6.0,6,F#,180
1105,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,51840,27.0,5.0,10.0,10,A#,300
1111,3.0,,,,,,,82.0,,,,,,47,note_on,,127.0,82.0,127.0,52320,27.25,6.0,10.0,10,A#,300
1112,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,52320,27.25,5.0,10.0,10,A#,300
1113,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,52320,27.25,3.0,0.0,0,C,0
1114,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,52320,27.25,2.0,11.0,5,F,330
1120,3.0,,,,,,,82.0,,,,,,256,note_on,,127.0,82.0,127.0,52800,27.5,6.0,10.0,10,A#,300
1121,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,52800,27.5,3.0,6.0,6,F#,180
1122,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,52800,27.5,5.0,10.0,10,A#,300
1123,9.0,,,,,,,39.0,,,,,,0,note_on,,127.0,39.0,127.0,52800,27.5,3.0,3.0,9,A,90
1124,9.0,,,,,,,28.0,,,,,,0,note_on,,127.0,28.0,127.0,52800,27.5,2.0,4.0,4,E,120
1125,11.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,52800,27.5,5.0,0.0,0,C,0
1126,11.0,,,,,,,65.0,,,,,,0,note_on,,127.0,65.0,127.0,52800,27.5,5.0,5.0,11,B,150
1127,11.0,,,,,,,56.0,,,,,,0,note_on,,127.0,56.0,127.0,52800,27.5,4.0,8.0,8,G#,240
1137,3.0,,,,,,,79.0,,,,,,65,note_on,,127.0,79.0,127.0,53280,27.75,6.0,7.0,1,C#,210
1138,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,53280,27.75,5.0,10.0,10,A#,300
1139,10.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,53280,27.75,5.0,0.0,0,C,0
1140,10.0,,,,,,,65.0,,,,,,0,note_on,,127.0,65.0,127.0,53280,27.75,5.0,5.0,11,B,150
1141,10.0,,,,,,,56.0,,,,,,0,note_on,,127.0,56.0,127.0,53280,27.75,4.0,8.0,8,G#,240
1142,11.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,53280,27.75,5.0,0.0,0,C,0
1143,11.0,,,,,,,56.0,,,,,,0,note_on,,124.0,56.0,124.0,53280,27.75,4.0,8.0,8,G#,240
1144,11.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,53280,27.75,5.0,3.0,9,A,90
1152,3.0,,,,,,,77.0,,,,,,19,note_on,,127.0,77.0,127.0,53760,28.0,6.0,5.0,11,B,150
1153,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,53760,28.0,3.0,6.0,6,F#,180
1154,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,53760,28.0,5.0,10.0,10,A#,300
1155,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,53760,28.0,3.0,0.0,0,C,0
1156,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,53760,28.0,2.0,11.0,5,F,330
1157,10.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,53760,28.0,5.0,0.0,0,C,0
1158,10.0,,,,,,,56.0,,,,,,0,note_on,,124.0,56.0,124.0,53760,28.0,4.0,8.0,8,G#,240
1159,10.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,53760,28.0,5.0,3.0,9,A,90
1160,12.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,53760,28.0,5.0,0.0,0,C,0
1161,12.0,,,,,,,65.0,,,,,,0,note_on,,127.0,65.0,127.0,53760,28.0,5.0,5.0,11,B,150
1162,12.0,,,,,,,56.0,,,,,,0,note_on,,127.0,56.0,127.0,53760,28.0,4.0,8.0,8,G#,240
1174,9.0,,,,,,,70.0,,,,,,19,note_on,,40.0,70.0,40.0,54240,28.25,5.0,10.0,10,A#,300
1175,12.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,54240,28.25,5.0,0.0,0,C,0
1176,12.0,,,,,,,56.0,,,,,,0,note_on,,124.0,56.0,124.0,54240,28.25,4.0,8.0,8,G#,240
1177,12.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,54240,28.25,5.0,3.0,9,A,90
1181,9.0,,,,,,,36.0,,,,,,16,note_on,,126.0,36.0,126.0,54480,28.375,3.0,0.0,0,C,0
1182,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,54480,28.375,2.0,11.0,5,F,330
1186,9.0,,,,,,,42.0,,,,,,16,note_on,,85.0,42.0,85.0,54720,28.5,3.0,6.0,6,F#,180
1187,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,54720,28.5,5.0,10.0,10,A#,300
1188,9.0,,,,,,,39.0,,,,,,0,note_on,,125.0,39.0,125.0,54720,28.5,3.0,3.0,9,A,90
1189,9.0,,,,,,,28.0,,,,,,0,note_on,,127.0,28.0,127.0,54720,28.5,2.0,4.0,4,E,120
1197,6.0,,,,,,,72.0,,,,,,256,note_on,,127.0,72.0,127.0,55200,28.75,6.0,0.0,0,C,0
1198,6.0,,,,,,,75.0,,,,,,0,note_on,,127.0,75.0,127.0,55200,28.75,6.0,3.0,9,A,90
1199,6.0,,,,,,,68.0,,,,,,0,note_on,,127.0,68.0,127.0,55200,28.75,5.0,8.0,8,G#,240
1200,9.0,,,,,,,46.0,,,,,,0,note_on,,100.0,46.0,100.0,55200,28.75,3.0,10.0,10,A#,300
1201,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,55200,28.75,5.0,10.0,10,A#,300
1202,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,55200,28.75,3.0,0.0,0,C,0
1203,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,55200,28.75,2.0,11.0,5,F,330
1213,9.0,,,,,,,46.0,,,,,,3,note_on,,100.0,46.0,100.0,55680,29.0,3.0,10.0,10,A#,300
1214,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,55680,29.0,5.0,10.0,10,A#,300
1244,3.0,,,,,,,75.0,,,,,,244,note_on,,127.0,75.0,127.0,56160,29.25,6.0,3.0,9,A,90
1245,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,56160,29.25,5.0,10.0,10,A#,300
1246,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,56160,29.25,3.0,0.0,0,C,0
1247,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,56160,29.25,2.0,11.0,5,F,330
1253,3.0,,,,,,,75.0,,,,,,256,note_on,,127.0,75.0,127.0,56640,29.5,6.0,3.0,9,A,90
1254,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,56640,29.5,3.0,6.0,6,F#,180
1255,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,56640,29.5,5.0,10.0,10,A#,300
1256,9.0,,,,,,,39.0,,,,,,0,note_on,,127.0,39.0,127.0,56640,29.5,3.0,3.0,9,A,90
1257,9.0,,,,,,,28.0,,,,,,0,note_on,,127.0,28.0,127.0,56640,29.5,2.0,4.0,4,E,120
1267,3.0,,,,,,,77.0,,,,,,256,note_on,,127.0,77.0,127.0,57120,29.75,6.0,5.0,11,B,150
1268,9.0,,,,,,,61.0,,,,,,0,note_on,,100.0,61.0,100.0,57120,29.75,5.0,1.0,7,G,30
1269,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,57120,29.75,5.0,10.0,10,A#,300
1272,9.0,,,,,,,61.0,,,,,,6,note_on,,100.0,61.0,100.0,57240,29.8125,5.0,1.0,7,G,30
1276,9.0,,,,,,,61.0,,,,,,6,note_on,,100.0,61.0,100.0,57360,29.875,5.0,1.0,7,G,30
1278,9.0,,,,,,,61.0,,,,,,6,note_on,,100.0,61.0,100.0,57480,29.9375,5.0,1.0,7,G,30
